Shipment_ID,Origin_Hub,Destination_Hub,Carrier_ID,Departure_Timestamp,Arrival_Timestamp,Delivery_Status
SHP004985,HUB011,HUB018,CAR002,2023-03-08T21:00:00,2023-03-12T20:00:00,In Transit
SHP004986,HUB009,HUB004,CAR010,2023-08-15T23:00:00,2023-08-18T07:00:00,Delivered
SHP004987,HUB005,HUB011,CAR007,2023-11-09T12:00:00,2023-11-13T06:00:00,Delayed
SHP004988,HUB003,HUB017,CAR006,2023-02-06T14:00:00,2023-02-08T03:00:00,Delivered
SHP004989,HUB011,HUB009,CAR008,,2023-01-20T06:00:00,Delayed
SHP004990,HUB015,HUB009,CAR006,2023-12-30T16:00:00,2023-12-31T21:00:00,Delivered
SHP004991,HUB004,HUB009,CAR009,2023-12-08T07:00:00,2023-12-09T22:00:00,Delivered
SHP004992,HUB007,HUB013,CAR010,2023-05-27T17:00:00,2023-05-29T15:00:00,Delivered
SHP004993,HUB005,HUB011,CAR009,2023-10-02T03:00:00,2023-10-05T04:00:00,Delayed
SHP004994,HUB010,HUB004,CAR008,2023-08-06T22:00:00,2023-08-09T19:00:00,Delivered
SHP004995,HUB019,HUB004,CAR001,2023-12-01T03:00:00,2023-12-03T16:00:00,Delivered
SHP004996,HUB003,HUB007,CAR010,2023-09-17T20:00:00,2023-09-20T02:00:00,In Transit
SHP004997,HUB001,HUB005,CAR003,2023-08-23T15:00:00,2023-08-25T00:00:00,Delivered
SHP004998,HUB011,HUB014,CAR009,2023-06-23T06:00:00,2023-06-27T11:00:00,Delivered
SHP004999,HUB016,HUB020,CAR005,2023-01-08T16:00:00,2023-01-09T16:00:00,Delivered
SHP005000,HUB018,HUB006,CAR003,2023-10-17T20:00:00,2023-10-19T01:00:00,Delayed
SHP005001,HUB013,HUB011,CAR009,2023-06-01T01:00:00,2023-06-02T20:00:00,Delivered
SHP005002,HUB014,HUB011,CAR009,2023-08-20T04:00:00,2023-08-23T23:00:00,Delivered
SHP005003,HUB014,HUB006,CAR007,2023-01-23T00:00:00,2023-01-26T22:00:00,Delivered
SHP005004,HUB017,HUB019,CAR009,,2023-01-11T17:00:00,Delivered
SHP005005,HUB005,HUB019,CAR007,2023-09-26T23:00:00,2023-09-30T12:00:00,Delivered
SHP005006,HUB002,HUB008,CAR001,2023-08-21T02:00:00,2023-08-22T09:00:00,Cancelled
SHP005007,HUB006,HUB007,CAR004,2023-12-29T18:00:00,2024-01-02T05:00:00,Delivered
SHP005008,HUB003,HUB013,CAR002,2023-10-24T17:00:00,2023-10-26T00:00:00,Delivered
SHP005009,HUB005,HUB007,CAR010,2023-06-07T04:00:00,2023-06-11T16:00:00,Delivered
SHP005010,HUB010,HUB020,CAR003,2023-12-27T12:00:00,2023-12-29T13:00:00,Delivered
SHP005011,HUB009,HUB012,CAR006,2023-11-08T02:00:00,2023-11-09T08:00:00,Delivered
SHP005012,HUB012,HUB013,CAR009,2023-09-16T11:00:00,2023-09-19T21:00:00,Delayed
SHP005013,HUB013,HUB007,CAR009,2023-11-08T03:00:00,2023-11-11T10:00:00,Delivered
SHP005014,HUB018,HUB016,CAR006,2023-04-17T00:00:00,2023-04-21T17:00:00,Delivered
SHP005015,HUB020,HUB002,CAR010,2023-06-02T02:00:00,2023-06-05T08:00:00,Delivered
SHP005016,HUB006,HUB016,CAR010,2023-09-18T19:00:00,2023-09-23T10:00:00,Delayed
SHP005017,HUB018,HUB003,CAR002,2023-10-15T19:00:00,2023-10-17T10:00:00,Delivered
SHP005018,HUB010,HUB019,CAR008,2023-05-19T18:00:00,2023-05-22T02:00:00,Delivered
SHP005019,HUB018,HUB017,CAR007,2023-06-27T23:00:00,2023-07-01T20:00:00,Delayed
SHP005020,HUB001,HUB003,CAR009,2023-11-23T21:00:00,2023-11-24T23:00:00,Delivered
SHP005021,HUB010,HUB007,CAR006,2023-08-17T10:00:00,2023-08-22T01:00:00,Delivered
SHP005022,HUB012,HUB015,CAR009,2023-01-13T22:00:00,2023-01-18T14:00:00,Delivered
SHP005023,HUB004,HUB012,CAR009,2023-02-26T04:00:00,2023-02-28T07:00:00,Delivered
SHP005024,HUB010,HUB017,CAR001,2023-01-03T04:00:00,2023-01-06T00:00:00,Delivered
SHP005025,HUB005,HUB011,CAR005,2023-08-06T01:00:00,2023-08-10T08:00:00,In Transit
SHP005026,HUB006,HUB011,CAR009,2023-09-03T15:00:00,2023-09-06T03:00:00,Delivered
SHP005027,HUB018,HUB007,CAR006,2023-08-14T04:00:00,2023-08-18T17:00:00,Delivered
SHP005028,HUB002,HUB003,CAR007,2023-05-08T08:00:00,2023-05-12T18:00:00,Delivered
SHP005029,HUB009,HUB005,CAR001,2023-12-14T04:00:00,2023-12-16T00:00:00,Delivered
SHP005030,HUB012,HUB016,CAR004,2023-04-20T13:00:00,2023-04-24T12:00:00,Delayed
SHP005031,HUB013,HUB012,CAR008,2023-07-04T23:00:00,2023-07-07T20:00:00,Delivered
SHP005032,HUB013,HUB019,CAR006,2023-01-13T23:00:00,2023-01-17T05:00:00,Delayed
SHP005033,HUB006,HUB014,CAR005,2023-09-19T15:00:00,2023-09-21T05:00:00,Delivered
SHP005034,HUB013,HUB009,CAR006,2023-05-08T07:00:00,2023-05-10T19:00:00,Delivered
SHP005035,HUB017,HUB010,CAR005,2023-08-22T00:00:00,2023-08-24T12:00:00,Delayed
SHP005036,HUB013,HUB007,CAR004,2023-09-04T01:00:00,2023-09-07T07:00:00,Delivered
SHP005037,HUB004,HUB020,CAR007,2023-11-28T03:00:00,2023-11-30T04:00:00,Delivered
SHP005038,HUB012,HUB011,CAR010,2023-05-24T05:00:00,2023-05-26T03:00:00,Delivered
SHP005039,HUB005,HUB011,CAR002,2023-11-12T21:00:00,2023-11-17T03:00:00,Delivered
SHP005040,HUB017,HUB001,CAR002,2023-12-22T12:00:00,2023-12-25T20:00:00,Delivered
SHP005041,HUB002,HUB010,CAR009,2023-11-16T00:00:00,2023-11-20T03:00:00,Delivered
SHP005042,HUB008,HUB015,CAR010,2023-05-19T15:00:00,2023-05-21T23:00:00,Cancelled
SHP005043,HUB013,HUB018,CAR009,2023-10-26T06:00:00,2023-10-31T01:00:00,Delivered
SHP005044,HUB017,HUB016,CAR008,2023-07-16T09:00:00,2023-07-21T06:00:00,Delivered
SHP005045,HUB020,HUB014,CAR006,2023-03-25T23:00:00,2023-03-27T07:00:00,In Transit
SHP005046,HUB001,HUB012,CAR004,2023-12-06T02:00:00,2023-12-07T19:00:00,Cancelled
SHP005047,HUB010,HUB002,CAR003,2023-11-18T17:00:00,2023-11-23T17:00:00,In Transit
SHP005048,HUB015,HUB014,CAR010,2023-06-14T11:00:00,2023-06-18T11:00:00,Delayed
SHP005049,HUB008,HUB002,CAR008,2023-09-23T07:00:00,2023-09-26T16:00:00,Delayed
SHP005050,HUB012,HUB020,CAR005,2023-02-25T05:00:00,2023-03-02T03:00:00,Delivered
SHP005051,HUB006,HUB008,CAR003,2023-07-09T22:00:00,2023-07-13T16:00:00,Delivered
SHP005052,HUB016,HUB003,CAR002,2023-07-16T05:00:00,2023-07-20T22:00:00,Delivered
SHP005053,HUB010,HUB005,CAR009,2023-07-30T06:00:00,2023-07-31T23:00:00,Delivered
SHP005054,HUB002,HUB006,CAR009,2023-02-08T01:00:00,2023-02-11T01:00:00,Delivered
SHP005055,HUB010,HUB009,CAR004,2023-04-17T08:00:00,2023-04-21T23:00:00,Delivered
SHP005056,HUB013,HUB007,CAR004,2023-07-07T12:00:00,2023-07-09T23:00:00,Delivered
SHP005057,HUB016,HUB002,CAR003,2023-06-19T04:00:00,2023-06-20T16:00:00,Delivered
SHP005058,HUB008,HUB013,CAR002,2023-09-01T04:00:00,2023-09-05T15:00:00,Delivered
SHP005059,HUB010,HUB019,CAR006,2023-03-28T12:00:00,2023-03-29T18:00:00,Delivered
SHP005060,HUB011,HUB010,CAR008,2023-03-20T05:00:00,2023-03-22T13:00:00,Delivered
SHP005061,HUB008,HUB002,CAR007,,2023-02-11T07:00:00,Delivered
SHP005062,HUB020,HUB005,CAR008,2023-07-06T20:00:00,2023-07-08T17:00:00,Delivered
SHP005063,HUB014,HUB019,CAR004,2023-04-23T10:00:00,2023-04-26T08:00:00,In Transit
SHP005064,HUB003,HUB018,CAR003,2023-10-12T08:00:00,2023-10-14T10:00:00,Delivered
SHP005065,HUB019,HUB018,CAR001,2023-01-23T11:00:00,2023-01-28T06:00:00,Delivered
SHP005066,HUB007,HUB018,CAR001,2023-08-24T19:00:00,2023-08-29T17:00:00,In Transit
SHP005067,HUB010,HUB001,CAR005,2023-05-09T14:00:00,2023-05-12T13:00:00,Delivered
SHP005068,HUB013,HUB012,CAR006,2023-09-22T19:00:00,2023-09-27T01:00:00,Delivered
SHP005069,HUB013,HUB020,CAR008,2023-12-31T22:00:00,2024-01-02T15:00:00,Delivered
SHP005070,HUB001,HUB003,CAR007,2023-05-03T22:00:00,2023-05-05T06:00:00,Delivered
SHP005071,HUB016,HUB004,CAR004,2023-07-15T07:00:00,2023-07-18T02:00:00,Delivered
SHP005072,HUB010,HUB005,CAR001,2023-03-20T17:00:00,2023-03-23T19:00:00,Delivered
SHP005073,HUB004,HUB010,CAR001,2023-03-09T20:00:00,2023-03-12T08:00:00,In Transit
SHP005074,HUB005,HUB007,CAR005,2023-05-03T00:00:00,2023-05-04T19:00:00,Delivered
SHP005075,HUB004,HUB008,CAR003,2023-08-18T16:00:00,2023-08-22T21:00:00,Delivered
SHP005076,HUB011,HUB002,CAR010,2023-09-08T18:00:00,2023-09-10T06:00:00,Delayed
SHP005077,HUB011,HUB014,CAR002,2023-11-22T15:00:00,2023-11-25T19:00:00,Delivered
SHP005078,HUB014,HUB017,CAR007,2023-05-27T01:00:00,2023-05-30T21:00:00,Delayed
SHP005079,HUB019,HUB012,CAR004,2023-07-12T02:00:00,2023-07-14T13:00:00,Delivered
SHP005080,HUB002,HUB014,CAR004,2023-05-02T12:00:00,2023-05-03T19:00:00,Delivered
SHP005081,HUB011,HUB015,CAR008,2023-03-25T13:00:00,2023-03-26T21:00:00,Delivered
SHP005082,HUB019,HUB005,CAR005,2023-06-14T19:00:00,2023-06-19T08:00:00,Delivered
SHP005083,HUB018,HUB006,CAR005,2023-04-10T16:00:00,2023-04-12T11:00:00,Delivered
SHP005084,HUB006,HUB018,CAR004,2023-04-11T16:00:00,2023-04-16T12:00:00,Delayed
SHP005085,HUB006,HUB008,CAR006,2023-11-04T00:00:00,2023-11-07T01:00:00,Delivered
SHP005086,HUB010,HUB002,CAR002,2023-05-23T09:00:00,2023-05-24T18:00:00,Delivered
SHP005087,HUB005,HUB010,CAR006,2023-07-18T14:00:00,2023-07-23T04:00:00,Delivered
SHP005088,HUB008,HUB013,CAR001,2023-05-24T13:00:00,2023-05-26T09:00:00,Delivered
SHP005089,HUB015,HUB009,CAR002,2023-06-30T06:00:00,2023-07-03T01:00:00,Delivered
SHP005090,HUB007,HUB018,CAR008,2023-09-18T20:00:00,2023-09-22T22:00:00,Delivered
SHP005091,HUB020,HUB001,CAR006,2023-05-05T01:00:00,2023-05-09T03:00:00,Delivered
SHP005092,HUB012,HUB002,CAR009,2023-12-25T05:00:00,2023-12-28T01:00:00,Delayed
SHP005093,HUB007,HUB001,CAR001,2023-09-04T00:00:00,2023-09-07T23:00:00,Delivered
SHP005094,HUB010,HUB018,CAR005,2023-07-21T21:00:00,2023-07-25T07:00:00,Delivered
SHP005095,HUB020,HUB004,CAR005,2023-10-08T07:00:00,2023-10-13T05:00:00,Delivered
SHP005096,HUB013,HUB020,CAR003,2023-12-07T04:00:00,2023-12-10T14:00:00,Delayed
SHP005097,HUB011,HUB005,CAR006,2023-11-22T21:00:00,2023-11-27T15:00:00,Delivered
SHP005098,HUB002,HUB013,CAR006,2023-07-30T05:00:00,2023-08-03T16:00:00,Delivered
SHP005099,HUB014,HUB018,CAR001,2023-11-28T18:00:00,2023-12-01T03:00:00,In Transit
SHP005100,HUB002,HUB009,CAR004,2023-08-06T08:00:00,2023-08-08T05:00:00,Delayed
SHP005101,HUB005,HUB001,CAR007,2023-06-13T08:00:00,2023-06-18T04:00:00,Delayed
SHP005102,HUB008,HUB011,CAR001,2023-12-23T21:00:00,2023-12-25T23:00:00,Delivered
SHP005103,HUB007,HUB004,CAR001,2023-11-08T02:00:00,2023-11-10T20:00:00,Delivered
SHP005104,HUB001,HUB013,CAR004,2023-02-09T23:00:00,2023-02-11T22:00:00,Delivered
SHP005105,HUB009,HUB020,CAR008,2023-05-25T14:00:00,2023-05-29T12:00:00,Delivered
SHP005106,HUB010,HUB011,CAR003,2023-09-17T13:00:00,2023-09-21T21:00:00,In Transit
SHP005107,HUB001,HUB016,CAR009,2023-02-10T23:00:00,2023-02-12T04:00:00,Delayed
SHP005108,HUB010,HUB018,CAR001,2023-07-10T12:00:00,2023-07-14T17:00:00,Delivered
SHP005109,HUB016,HUB010,CAR010,2023-12-01T00:00:00,2023-12-02T03:00:00,Delivered
SHP005110,HUB002,HUB016,CAR003,2023-12-24T06:00:00,2023-12-28T22:00:00,Delivered
SHP005111,HUB001,HUB011,CAR010,2023-11-04T06:00:00,2023-11-05T08:00:00,Delayed
SHP005112,HUB005,HUB003,CAR001,2023-08-23T01:00:00,2023-08-27T14:00:00,Delayed
SHP005113,HUB012,HUB013,CAR001,2023-04-22T02:00:00,2023-04-25T00:00:00,Delayed
SHP005114,HUB014,HUB001,CAR007,2023-08-16T11:00:00,2023-08-20T21:00:00,Delivered
SHP005115,HUB003,HUB012,CAR007,2023-01-11T18:00:00,2023-01-14T14:00:00,Delivered
SHP005116,HUB005,HUB003,CAR006,2023-04-28T17:00:00,2023-05-01T18:00:00,Delivered
SHP005117,HUB014,HUB006,CAR008,2023-02-19T08:00:00,2023-02-21T10:00:00,Delayed
SHP005118,HUB004,HUB015,CAR006,2023-01-06T20:00:00,2023-01-09T04:00:00,In Transit
SHP005119,HUB007,HUB004,CAR001,2023-09-12T06:00:00,,Delayed
SHP005120,HUB002,HUB019,CAR005,2023-06-14T23:00:00,2023-06-19T22:00:00,Delivered
SHP005121,HUB002,HUB015,CAR010,2023-03-07T10:00:00,2023-03-09T15:00:00,Delayed
SHP005122,HUB019,HUB020,CAR004,2023-02-08T18:00:00,2023-02-10T06:00:00,In Transit
SHP005123,HUB020,HUB017,CAR002,2023-03-26T23:00:00,2023-03-31T06:00:00,Delivered
SHP005124,HUB006,HUB018,CAR009,2023-08-18T09:00:00,2023-08-23T06:00:00,Delivered
SHP005125,HUB005,HUB013,CAR005,2023-11-22T06:00:00,2023-11-24T20:00:00,Delayed
SHP005126,HUB006,HUB017,CAR004,2023-09-30T22:00:00,2023-10-04T05:00:00,Delivered
SHP005127,HUB018,HUB003,CAR002,2023-01-20T10:00:00,2023-01-21T18:00:00,In Transit
SHP005128,HUB015,HUB005,CAR005,2023-04-07T00:00:00,2023-04-11T22:00:00,Delivered
SHP005129,HUB013,HUB016,CAR008,2023-09-17T02:00:00,2023-09-18T03:00:00,Delivered
SHP005130,HUB002,HUB018,CAR010,2023-04-25T20:00:00,2023-04-28T17:00:00,Delivered
SHP005131,HUB004,HUB013,CAR008,2023-10-23T05:00:00,2023-10-24T12:00:00,Delivered
SHP005132,HUB013,HUB006,CAR001,2023-02-12T14:00:00,2023-02-14T09:00:00,Delivered
SHP005133,HUB013,HUB014,CAR001,2023-12-16T17:00:00,2023-12-19T22:00:00,In Transit
SHP005134,HUB001,HUB019,CAR005,2023-01-01T21:00:00,2023-01-04T03:00:00,Delivered
SHP005135,HUB016,HUB013,CAR008,2023-04-21T13:00:00,2023-04-22T15:00:00,Delayed
SHP005136,HUB019,HUB012,CAR001,2023-07-20T12:00:00,2023-07-25T05:00:00,Delivered
SHP005137,HUB011,HUB013,CAR001,2023-09-27T20:00:00,2023-09-28T23:00:00,Delivered
SHP005138,HUB002,HUB019,CAR004,2023-01-23T13:00:00,2023-01-27T21:00:00,Delivered
SHP005139,HUB017,HUB002,CAR006,2023-07-09T13:00:00,2023-07-12T02:00:00,Delivered
SHP005140,HUB003,HUB006,CAR005,2023-04-19T13:00:00,2023-04-20T21:00:00,Delivered
SHP005141,HUB019,HUB002,CAR008,2023-07-24T02:00:00,2023-07-28T04:00:00,Delivered
SHP005142,HUB010,HUB019,CAR004,2023-07-31T15:00:00,2023-08-04T09:00:00,Delivered
SHP005143,HUB015,HUB016,CAR005,2023-10-16T22:00:00,2023-10-18T09:00:00,In Transit
SHP005144,HUB001,HUB003,CAR005,2023-04-07T15:00:00,2023-04-10T10:00:00,Delivered
SHP005145,HUB015,HUB012,CAR003,2023-04-01T19:00:00,2023-04-04T12:00:00,Delivered
SHP005146,HUB007,HUB020,CAR001,2023-04-20T13:00:00,2023-04-24T04:00:00,Delivered
SHP005147,HUB016,HUB012,CAR004,2023-06-16T02:00:00,2023-06-18T18:00:00,Delivered
SHP005148,HUB007,HUB005,CAR008,2023-01-01T16:00:00,2023-01-03T05:00:00,Delivered
SHP005149,HUB001,HUB008,CAR008,2023-10-04T02:00:00,2023-10-05T02:00:00,Delivered
SHP005150,HUB017,HUB005,CAR004,2023-05-12T03:00:00,2023-05-15T06:00:00,Delivered
SHP005151,HUB016,HUB018,CAR009,2023-07-01T03:00:00,2023-07-04T06:00:00,Delivered
SHP005152,HUB010,HUB009,CAR010,2023-01-25T08:00:00,2023-01-27T12:00:00,Delayed
SHP005153,HUB013,HUB003,CAR007,2023-11-28T04:00:00,2023-11-29T20:00:00,Delivered
SHP005154,HUB005,HUB015,CAR002,2023-01-10T10:00:00,2023-01-12T20:00:00,Delayed
SHP005155,HUB013,HUB001,CAR003,2023-09-25T20:00:00,2023-09-28T10:00:00,Delayed
SHP005156,HUB003,HUB018,CAR010,2023-06-12T12:00:00,2023-06-16T09:00:00,Delivered
SHP005157,HUB019,HUB007,CAR004,2023-12-09T18:00:00,2023-12-13T03:00:00,In Transit
SHP005158,HUB018,HUB002,CAR003,2023-04-30T17:00:00,2023-05-03T06:00:00,Delivered
SHP005159,HUB009,HUB008,CAR004,2023-12-09T21:00:00,2023-12-13T05:00:00,In Transit
SHP005160,HUB002,HUB018,CAR006,2023-08-13T10:00:00,2023-08-15T14:00:00,Delayed
SHP005161,HUB007,HUB004,CAR009,2023-04-22T20:00:00,2023-04-25T04:00:00,Delivered
SHP005162,HUB019,HUB006,CAR008,2023-10-03T10:00:00,2023-10-05T06:00:00,Delayed
SHP005163,HUB011,HUB003,CAR003,,2023-03-03T03:00:00,Delivered
SHP005164,HUB002,HUB004,CAR001,2023-07-13T13:00:00,2023-07-16T05:00:00,Delivered
SHP005165,HUB010,HUB005,CAR006,2023-08-04T11:00:00,2023-08-08T09:00:00,Delivered
SHP005166,HUB002,HUB011,CAR005,2023-11-17T10:00:00,2023-11-18T12:00:00,Delivered
SHP005167,HUB007,HUB010,CAR007,2023-07-19T19:00:00,2023-07-24T19:00:00,Delivered
SHP005168,HUB013,HUB002,CAR003,2023-11-06T22:00:00,2023-11-10T01:00:00,Delayed
SHP005169,HUB008,HUB003,CAR006,2023-12-06T06:00:00,2023-12-07T08:00:00,Delivered
SHP005170,HUB020,HUB002,CAR005,2023-12-28T16:00:00,2024-01-02T09:00:00,Delivered
SHP005171,HUB017,HUB008,CAR004,2023-05-22T10:00:00,2023-05-23T19:00:00,Delivered
SHP005172,HUB009,HUB013,CAR005,2023-02-14T16:00:00,2023-02-16T18:00:00,Delivered
SHP005173,HUB016,HUB010,CAR003,2023-06-29T00:00:00,2023-07-02T10:00:00,Delayed
SHP005174,HUB007,HUB013,CAR001,2023-11-29T22:00:00,2023-12-01T05:00:00,Delivered
SHP005175,HUB001,HUB003,CAR006,2023-04-08T23:00:00,2023-04-11T15:00:00,Delivered
SHP005176,HUB013,HUB002,CAR004,2023-07-20T14:00:00,2023-07-22T16:00:00,Delivered
SHP005177,HUB016,HUB009,CAR002,2023-07-02T02:00:00,2023-07-05T09:00:00,Delayed
SHP005178,HUB003,HUB010,CAR009,2023-12-20T05:00:00,2023-12-24T22:00:00,Delivered
SHP005179,HUB015,HUB018,CAR003,2023-12-23T14:00:00,2023-12-28T05:00:00,Delivered
SHP005180,HUB003,HUB010,CAR007,2023-01-16T02:00:00,2023-01-19T17:00:00,Delivered
SHP005181,HUB002,HUB003,CAR010,2023-03-21T10:00:00,2023-03-24T14:00:00,Delivered
SHP005182,HUB020,HUB014,CAR003,2023-08-17T16:00:00,2023-08-19T23:00:00,Delivered
SHP005183,HUB011,HUB009,CAR001,2023-03-10T07:00:00,2023-03-12T21:00:00,In Transit
SHP005184,HUB007,HUB016,CAR005,2023-12-04T00:00:00,2023-12-05T16:00:00,Delivered
SHP005185,HUB014,HUB011,CAR003,2023-10-19T07:00:00,2023-10-23T20:00:00,Delivered
SHP005186,HUB009,HUB012,CAR005,2023-01-08T07:00:00,2023-01-10T22:00:00,Delivered
SHP005187,HUB008,HUB016,CAR006,2023-11-14T11:00:00,2023-11-17T05:00:00,Delivered
SHP005188,HUB002,HUB020,CAR005,2023-08-13T01:00:00,2023-08-15T19:00:00,Delivered
SHP005189,HUB007,HUB001,CAR002,2023-10-15T23:00:00,2023-10-20T10:00:00,Delivered
SHP005190,HUB015,HUB002,CAR005,2023-05-03T16:00:00,2023-05-07T13:00:00,Delivered
SHP005191,HUB003,HUB013,CAR009,2023-04-30T08:00:00,2023-05-04T19:00:00,In Transit
SHP005192,HUB019,HUB015,CAR004,2023-10-09T10:00:00,2023-10-12T01:00:00,Delivered
SHP005193,HUB020,HUB009,CAR009,2023-01-04T09:00:00,2023-01-09T02:00:00,Delivered
SHP005194,HUB020,HUB018,CAR010,2023-01-24T17:00:00,2023-01-29T12:00:00,Delivered
SHP005195,HUB006,HUB017,CAR003,2023-06-07T14:00:00,2023-06-11T01:00:00,Delivered
SHP005196,HUB018,HUB003,CAR006,2023-07-28T03:00:00,2023-07-31T06:00:00,Delivered
SHP005197,HUB003,HUB009,CAR009,2023-09-11T06:00:00,2023-09-12T14:00:00,Delivered
SHP005198,HUB019,HUB004,CAR007,2023-08-06T13:00:00,2023-08-11T08:00:00,Delivered
SHP005199,HUB020,HUB018,CAR009,2023-10-23T20:00:00,2023-10-28T17:00:00,Delivered
SHP005200,HUB003,HUB018,CAR003,2023-04-03T09:00:00,2023-04-06T20:00:00,Delivered
SHP005201,HUB013,HUB019,CAR007,2023-08-14T01:00:00,2023-08-18T16:00:00,Delivered
SHP005202,HUB017,HUB020,CAR006,2023-08-24T19:00:00,2023-08-26T13:00:00,Delivered
SHP005203,HUB011,HUB005,CAR010,2023-09-15T01:00:00,2023-09-16T04:00:00,Delayed
SHP005204,HUB015,HUB008,CAR005,2023-06-24T08:00:00,2023-06-26T00:00:00,Cancelled
SHP005205,HUB003,HUB013,CAR006,2023-09-23T05:00:00,2023-09-25T04:00:00,In Transit
SHP005206,HUB015,HUB003,CAR010,2023-01-01T14:00:00,2023-01-02T17:00:00,Delivered
SHP005207,HUB007,HUB004,CAR004,2023-02-19T12:00:00,2023-02-22T02:00:00,Delivered
SHP005208,HUB006,HUB013,CAR006,2023-01-05T07:00:00,2023-01-08T05:00:00,Delivered
SHP005209,HUB006,HUB003,CAR001,2023-02-21T05:00:00,2023-02-24T00:00:00,In Transit
SHP005210,HUB020,HUB003,CAR005,2023-10-24T18:00:00,2023-10-29T07:00:00,Delivered
SHP005211,HUB016,HUB002,CAR004,2023-02-18T22:00:00,2023-02-22T11:00:00,Delivered
SHP005212,HUB018,HUB007,CAR003,2023-01-22T02:00:00,2023-01-24T12:00:00,Delayed
SHP005213,HUB007,HUB014,CAR008,2023-11-12T16:00:00,2023-11-16T09:00:00,Delivered
SHP005214,HUB008,HUB015,CAR005,2023-12-09T09:00:00,2023-12-14T05:00:00,Delivered
SHP005215,HUB013,HUB007,CAR003,2023-07-31T14:00:00,2023-08-02T14:00:00,Delivered
SHP005216,HUB001,HUB010,CAR003,2023-10-25T09:00:00,2023-10-27T03:00:00,Delivered
SHP005217,HUB006,HUB010,CAR008,2023-05-15T06:00:00,2023-05-19T16:00:00,Delayed
SHP005218,HUB016,HUB019,CAR003,2023-01-31T18:00:00,2023-02-04T20:00:00,Delayed
SHP005219,HUB005,HUB001,CAR004,2023-09-19T04:00:00,2023-09-24T00:00:00,Delivered
SHP005220,HUB020,HUB002,CAR002,2023-07-08T00:00:00,2023-07-12T13:00:00,In Transit
SHP005221,HUB010,HUB017,CAR007,2023-02-10T13:00:00,2023-02-14T12:00:00,Cancelled
SHP005222,HUB002,HUB009,CAR001,2023-06-08T23:00:00,2023-06-10T02:00:00,Delivered
SHP005223,HUB014,HUB018,CAR001,2023-02-10T22:00:00,2023-02-12T23:00:00,Delivered
SHP005224,HUB014,HUB001,CAR006,2023-09-10T08:00:00,2023-09-12T09:00:00,Delivered
SHP005225,HUB012,HUB009,CAR010,2023-06-20T19:00:00,2023-06-25T03:00:00,Delayed
SHP005226,HUB016,HUB004,CAR010,2023-07-14T19:00:00,2023-07-19T07:00:00,Delivered
SHP005227,HUB016,HUB014,CAR006,2023-12-25T18:00:00,2023-12-27T10:00:00,Delivered
SHP005228,HUB018,HUB007,CAR007,2023-01-13T18:00:00,2023-01-14T21:00:00,Delayed
SHP005229,HUB004,HUB003,CAR006,2023-12-05T06:00:00,2023-12-10T04:00:00,Delivered
SHP005230,HUB012,HUB007,CAR005,,2023-11-10T17:00:00,Delivered
SHP005231,HUB004,HUB013,CAR004,2023-06-21T06:00:00,2023-06-25T14:00:00,Cancelled
SHP005232,HUB012,HUB015,CAR003,2023-06-07T21:00:00,2023-06-11T20:00:00,Delivered
SHP005233,HUB018,HUB001,CAR005,2023-11-02T15:00:00,2023-11-03T20:00:00,Delivered
SHP005234,HUB012,HUB004,CAR007,2023-10-19T23:00:00,2023-10-22T01:00:00,Delivered
SHP005235,HUB015,HUB010,,2023-02-11T20:00:00,2023-02-15T20:00:00,Delivered
SHP005236,HUB017,HUB020,CAR002,2023-12-22T12:00:00,2023-12-25T15:00:00,Delivered
SHP005237,HUB012,HUB005,CAR002,2023-09-17T10:00:00,2023-09-22T00:00:00,Delivered
SHP005238,HUB009,HUB007,CAR010,2023-05-14T04:00:00,2023-05-18T07:00:00,Delivered
SHP005239,HUB019,HUB005,CAR006,2023-10-04T20:00:00,2023-10-07T13:00:00,Delivered
SHP005240,HUB018,HUB002,CAR004,2023-09-02T00:00:00,2023-09-04T03:00:00,Delivered
SHP005241,HUB018,HUB019,CAR007,2023-10-18T20:00:00,2023-10-23T12:00:00,Delivered
SHP005242,HUB017,HUB015,CAR009,2023-02-09T06:00:00,2023-02-11T14:00:00,In Transit
SHP005243,HUB009,HUB001,CAR006,2023-01-30T23:00:00,2023-02-01T08:00:00,Delivered
SHP005244,HUB016,HUB002,CAR001,2023-01-20T08:00:00,2023-01-24T01:00:00,Delayed
SHP005245,HUB005,HUB008,CAR005,2023-09-17T03:00:00,2023-09-18T04:00:00,Delayed
SHP005246,HUB011,HUB008,CAR010,2023-07-17T04:00:00,2023-07-19T21:00:00,Delayed
SHP005247,HUB005,HUB020,CAR009,2023-08-17T01:00:00,2023-08-18T09:00:00,In Transit
SHP005248,HUB011,HUB005,CAR010,2023-05-11T03:00:00,2023-05-14T18:00:00,Delayed
SHP005249,HUB017,HUB008,CAR003,2023-05-09T22:00:00,2023-05-11T02:00:00,Delivered
SHP005250,HUB014,HUB003,CAR003,2023-03-05T12:00:00,2023-03-08T16:00:00,Cancelled
SHP005251,HUB002,HUB001,CAR002,2023-02-02T05:00:00,2023-02-06T23:00:00,Delivered
SHP005252,HUB019,HUB013,CAR006,2023-07-08T20:00:00,2023-07-11T21:00:00,Delivered
SHP005253,HUB007,HUB014,CAR009,2023-06-07T03:00:00,2023-06-09T16:00:00,Delivered
